Resumo,Chave da ocorrência,ID da ocorrência,Tipo de Item,Situação,Chave do projeto,Nome do projeto,Tipo de projeto,Líder do projeto,Descrição do projeto,URL do projeto,Prioridade,Resolução,Responsável,Solicitante,Criador,Criado,Atualizado,Última visualização,Resolvido,Versões Corrigidas,Data para Ficar Pronto,Votos,Rótulos,Descrição,Ambiente,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Tempo Estimado,Tempo Restante,Tempo Gasto,Razão Trabalhada,Σ da Estimativa Original,Σ da Estimativa Restante,Σ Tempo Gasto,Nível de Segurança,Link externo de ocorrência (Blocks),Anexos,Anexos,Campo personalizado (Development),Campo personalizado (Epic Colour),Campo personalizado (Epic Link),Campo personalizado (Epic Name),Campo personalizado (Epic Status),Campo personalizado (Gerada(s) durante),Campo personalizado (Rank),Sprint,Sprint,Sprint,Sprint,points,Campo personalizado (Test sessions),Campo personalizado (Testing status),Campo personalizado ([CHART] Date of First Response),Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário
Implementar tela de busca de filiais,ERP-495,10686,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,13/abr/18 9:51 AM,18/abr/18 8:50 AM,13/abr/18 10:11 AM,18/abr/18 8:50 AM,v1.2.0,,0,,,,admin,Adriane.chagas,priscila.alves,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-18T08:50:37.930-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-489,,,,0|i002v6:i,Sprint 9,,,,2.0,,,2018-04-17 11:55:58.499,"17/abr/18 8:55 AM;priscila.alves;# *{color:#ff5630}Verificar ortografia dos textos do componente criado.{color}*
## Hint do campo código sem acento.
# *{color:#36b37e}Verificar se a linguagem visual está satisfatória.{color}* OK
# *{color:#36b37e}Verificar se a linguagem visual corresponde com o que está tentando se representar.{color}* ‌OK
# *{color:#36b37e}Verificar se o visual aplicado atende aos critérios do material design. {color}*‌OK
# *{color:#36b37e}Verificar se a linguagem visual e textual corresponde a realidade do usuário. {color}*‌OK
# *{color:#97a0af}Verifica se o endereço de URL está correto.{color}* ‌Não se aplica.
# *{color:#ff5630}Verificar todas as classes e métodos estão documentados.{color}*
## Documentar módulo do dialog-search-filial.module.ts
## Documentação do método showSearchDialog errado.
# *{color:#ff5630}Verificar se está sendo feito uso do list quando poderia ser feito o uso do select.{color}*
## Usar select ao invés do list.
# *{color:#97a0af}Verificar se o ícone no menu lateral está correto.{color}* ‌Não se aplica.
# *{color:#97a0af}Verificar se o ícone do título da página está correto.{color}* ‌Não se aplica.
# *{color:#97a0af}Verificar se o nome da página é o mesmo nome do menu.{color}* ‌Não se aplica.
# *{color:#97a0af}Verificar se o nome da página e do menu estão no plural quando listagem de dados. {color}*‌Não se aplica.
# *{color:#97a0af}Verificar se o nome do menu está no singular quando for agrupamento. {color}*‌Não se aplica.
# *{color:#97a0af}Verificar se os botões de próximo e anterior estão corretos conforme o padrão.{color}* ‌Não se aplica.
# *{color:#36b37e}Verificar se os atalhos estão funcionando conforme o esperado. {color}*‌OK.
# *{color:#36b37e}Verificar se a velocidade de execução está satisfatória.{color}* ‌OK
# *{color:#97a0af}Se houverem autocompletes, verificar o funcionamento. {color}*‌Não se aplica.
# *{color:#36b37e}Verificar se as cores utilizadas correspondem com o restante do sistema.{color}*  OK
# *{color:#36b37e}Verificar espaçamento entre os elementos. {color}*‌OK
# *{color:#36b37e}Verificar se os elementos estão agrupados corretamente.{color}*{color:#36b37e} {color}OK
#  *{color:#36b37e}Verificar se a distância entre os elementos é satisfatória.{color}* ‌OK
# *{color:#ff5630}Outros{color}*
## Adicionar filtragem pelo campo Ativo.
## Filtragem do nome deve ser feita pela coluna Pessoa.razaosocial e não Filial.nome.
","17/abr/18 9:51 AM;Adriane.chagas;* *{color:#00b8d9}Verificar ortografia dos textos do componente criado.{color}*{color:#00b8d9} corrigido{color}
* *{color:#6554c0}Verificar se está sendo feito uso do list quando poderia ser feito o uso do select.{color}*
** {color:#6554c0}API não possui o método List, conforme conversado com o Lucas.{color}
* *{color:#00b8d9}Adicionar filtragem pelo campo Ativo. {color}*{color:#00b8d9}corrigido{color}
* *{color:#00b8d9}Filtragem do nome deve ser feita pela coluna Pessoa.razaosocial e não Filial.nome. {color}*{color:#00b8d9}corrigido{color}
","18/abr/18 7:35 AM;admin;*Reprovado*

# {{DialogSearchFilialComponent}} implementa AfterViewInit, mas {{public ngAfterViewInit(): void}} está em branco.
# Espaçamento entre {{DialogSearchFilialComponent}} e documentação.
",18/abr/18 8:24 AM;Adriane.chagas;Corrigido,"18/abr/18 8:48 AM;admin;Quando corrigir os problemas da 494 execute um merge, colocando as alterações da 494 dentro da 495 para eu poder aprovar essa.",,,,,,,,,,,
Implementar tela de listagem de filiais,ERP-494,10685,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,13/abr/18 9:51 AM,18/abr/18 9:20 AM,13/abr/18 10:10 AM,18/abr/18 9:20 AM,v1.2.0,,0,,,,admin,Adriane.chagas,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-19T08:14:35.598-0300"",""stateCount"":2,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":false}}",,ERP-489,,,,0|i002v6:,Sprint 9,,,,2.0,,,2018-04-18 11:31:50.237,"18/abr/18 7:29 AM;admin;*Reprovado*

# {{public dataSource: MatTableDataSource<any>;}} não documentado.
# {{ngOnInit()}} não documentado.
# {{ngOnDestroy()}} não documentado.
# {{public getData()}} com documentação identada de forma incorreta.
# Espaçamento entre {{ListFiliaisComponent}} e sua documentação.
",18/abr/18 8:31 AM;Adriane.chagas;Corrigido,"18/abr/18 8:46 AM;admin;*Reprovado*

# Documentação do método {{public getData(): void}} continua incorreta.
",18/abr/18 9:00 AM;Adriane.chagas;Corrigido,,,,,,,,,,,,
Implementar tela de CRUD de cidades,ERP-492,10683,Funcionalidade,Testar,ERP,Bevicred ERP,software,admin,,,Medium,,walmir.carvalho,admin,admin,13/abr/18 9:47 AM,18/abr/18 3:11 PM,13/abr/18 10:10 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2018-04-19T08:14:35.598-0300"",""stateCount"":3,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":false}}",,ERP-489,,,,0|i002v5:,Sprint 9,,,,5.0,,,,,,,,,,,,,,,,,,,
Implementar método select na listagem de cidades,ERP-493,10684,Funcionalidade,Cancelado,ERP,Bevicred ERP,software,admin,,,Medium,,walmir.carvalho,admin,admin,13/abr/18 9:48 AM,17/abr/18 12:31 PM,13/abr/18 10:10 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-489,,,,0|i002v3:,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
Implementar tela de CRUD de estados,ERP-491,10682,Funcionalidade,Em Andamento,ERP,Bevicred ERP,software,admin,,,Medium,,alessandro.navarro,admin,admin,13/abr/18 9:47 AM,19/abr/18 8:13 AM,13/abr/18 10:10 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-489,,,,0|hzzzx7:,Sprint 9,,,,5.0,,,,,,,,,,,,,,,,,,,
Implementar tela de CRUD de países,ERP-490,10681,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,alessandro.navarro,admin,admin,13/abr/18 9:46 AM,19/abr/18 8:13 AM,13/abr/18 10:10 AM,,v1.3.0,,0,,,,admin,rafael.franco,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=4}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":4,""lastUpdated"":""2018-04-19T08:14:35.598-0300"",""stateCount"":4,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":4,""name"":""Bitbucket Cloud""}}}}},""isStale"":false}}",,ERP-489,,,,0|hzzzx6:v,Sprint 9,,,,5.0,,,2018-04-18 17:21:00.212,18/abr/18 2:21 PM;rafael.franco;Testando,"18/abr/18 3:23 PM;rafael.franco;1.       Ortografia dos textos do componente criado: OK

2.       Linguagem visual satisfatória: OK

3.       Linguagem visual corresponde com o que está tentando representar: OK

4.       Visual aplicado atende aos critérios do material design: OK

5.       Linguagem visual e textual correspondente a realidade do usuário: OK

6.       Endereço URL correto: OK

7.       Classes e Métodos Documentados: OK

8.       Usar select ao invés do list: OK

*9.       Ícone do menu lateral:* 

 

Corrigir menu tem dois itens Generic. 

O mesmo ícone de Endereços é o mesmo para Países, alterar o de Países no menu e no titulo da página. 

Sujestão de ícones: map – my_location \- 

[https://material.io/icons/]

 

10.   *Ícone título da página:* 

 

*Mesma observação do 9.*

 

11.   Nome da página mesmo do menu: OK

12.   Nome da página e do menu estão no plural quando listagem de dados: OK

13.   Nome do menu está no singular quando agrupamento: OK

14.   Botões de próximo e anterior estão corretos conforme o padrão: OK

*15.   Atalhos estão funcionando como esperado:*

* *

*BUGS em Várias telas.HotKeys.*

*Ao abrir uma vez um modal, nas demais instancia os atalhos de teclado não estão funcionando.*

*Testar em todas telas.*

 

16.   Velocidade Satisfatória: OK

17.   Autocomplete em funcionamento: OK

18.   Cores condiz com o restante do sistema: OK

19.   Espaçamento entre os elementos: OK

20.   Elementos estão agrupados corretamente: OK

21.   Verificar distancia satisfatória: OK",,,,,,,,,,,,,,
Expandir cobertura do teste de Financeira\Model\Agende\Diferido,ERP-444,10631,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:14 PM,13/abr/18 10:12 AM,13/abr/18 10:03 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002o3:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste de Financeira\Model\Agente\DadosBancarios,ERP-443,10630,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:14 PM,13/abr/18 10:12 AM,13/abr/18 10:03 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002nv:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Expandir cobertura do teste de Financeira\Model\Agente,ERP-442,10629,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,12/abr/18 3:13 PM,13/abr/18 10:12 AM,13/abr/18 10:03 AM,,v1.3.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-498,,,,0|i002nn:,,,,,2.0,,,,,,,,,,,,,,,,,,,
Implementação dos cadastros genéricos,ERP-489,10680,Épico,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 9:46 AM,19/abr/18 8:18 AM,13/abr/18 9:46 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},ghx-label-13,,Generic,To Do,,0|i002v7:,,,,,,,,,,,,,,,,,,,,,,,,
Criar API para cadastro de TipoDeFormaDeContrato,ERP-488,10679,Melhoria,Teste Reprovado,ERP,Bevicred ERP,software,admin,,,Medium,,Adriane.chagas,admin,admin,13/abr/18 9:37 AM,17/abr/18 6:05 PM,13/abr/18 9:43 AM,,v1.2.0,,0,,"* idtipodeformadecontrato
* identidade
* nome
* cartao (bool)
* ativo",,admin,rafael.franco,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-18T13:54:38.398-0300"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|i002tu:,Sprint 9,,,,1.0,,,2018-04-17 21:05:59.821,"17/abr/18 6:05 PM;rafael.franco;*1.       Verificar se os testes estão passando:*

OK

*2.       Verificar se o controlador está documentado corretamente:*

OK

*3.       Verificar se a fábrica está documentado corretamente:*

OK

*4.       Verificar se o teste está documentado corretamente:*

OK

*{color:#ff5630}5.       Verificar se todas as classes e métodos adicionados são nota A no Scrutinizer:{color}*

{color:#ff5630}Nota B \- TipoDeFormaDeContratoControllerBase::\_\_construct(){color}

*6.       Verificar se todas as classes adicionadas possuem cobertura mínima de 80%*

OK \- 81%

*7.       Verificar se os testes unitários do Bitbucket Pipeline estão passando:*

OK

*8.       Verificar se os testes unitários do scrutinizer estão passando*

OK",,,,,,,,,,,,,,,
Criar tela de atualização dos dados do cadastro de funcionário,ERP-487,10678,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 9:33 AM,17/abr/18 11:58 AM,13/abr/18 9:33 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i002tq:,Sprint 9,,,,20.0,,,,,,,,,,,,,,,,,,,
Atualizar modelo dos botões do cadastro de funcionário,ERP-486,10677,Melhoria,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,13/abr/18 9:32 AM,16/abr/18 4:20 PM,13/abr/18 9:32 AM,16/abr/18 4:20 PM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-16T14:49:12.743-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002tp:,Sprint 9,,,,1.0,,,,,,,,,,,,,,,,,,,
Adicionar solicitações de login não atendidas na API do dashboard,ERP-479,10670,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,13/abr/18 8:25 AM,16/abr/18 11:26 AM,13/abr/18 9:22 AM,16/abr/18 11:26 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-16T11:26:23.072-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-476,,,,0|i002tq:x,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
Adicionar contas bancarias de agentes pendentes no dashboard na API,ERP-478,10669,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,13/abr/18 8:25 AM,16/abr/18 11:26 AM,13/abr/18 9:21 AM,16/abr/18 11:26 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-16T11:26:23.301-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-476,,,,0|i002tq:v,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
Adicionar funcionalidade de seleção de financeiras na edição de agente,ERP-485,10676,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,walmir.carvalho,admin,admin,13/abr/18 9:10 AM,16/abr/18 4:59 PM,13/abr/18 9:11 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-234,,,,0|i002uy:i,Sprint 9,,,,3.0,,,,,,,,,,,,,,,,,,,
Adicionar funcionalidade de seleção de financeiras no cadastro de agente,ERP-484,10675,Funcionalidade,Em Andamento,ERP,Bevicred ERP,software,admin,,,Medium,,adriel.oliveira,admin,admin,13/abr/18 9:10 AM,19/abr/18 8:09 AM,13/abr/18 9:11 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-18T18:00:00.175-0300"",""stateCount"":2,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":false}}",,ERP-234,,,,0|i002uy:,Sprint 9,,,,8.0,,,,,,,,,,,,,,,,,,,
Obter data e hora automaticamente no cadastro de forma de contrato,ERP-481,10672,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,13/abr/18 8:38 AM,18/abr/18 7:21 AM,13/abr/18 9:06 AM,18/abr/18 7:21 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-18T07:21:41.929-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-302,,,,0|i002tr:,Sprint 9,,,,1.0,,,,,,,,,,,,,,,,,,,
Bloquear atualização de dados bancários do agente na API,ERP-482,10673,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 8:39 AM,13/abr/18 8:40 AM,13/abr/18 8:40 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-234,,,,0|i002ux:,Sprint 9,,,,1.0,,,,,,,,,,,,,,,,,,,
Gerar API de Estado,ERP-676,10884,Melhoria,Em Andamento,ERP,Bevicred ERP,software,admin,,,Medium,,alessandro.navarro,alessandro.navarro,alessandro.navarro,19/abr/18 8:18 AM,19/abr/18 8:18 AM,19/abr/18 8:24 AM,,,,0,,"API que existia não está no padrão do projeto e os métodos não estavam funcionando, refazer.",,alessandro.navarro,,,,,,,,,,,,,,,,,{},,ERP-489,,,,0|i003yj:,Sprint 9,,,,1.0,,,,,,,,,,,,,,,,,,,
Exibir na listagem de solicitações de login somente os pendentes de validação,ERP-675,10882,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 5:48 PM,18/abr/18 5:49 PM,19/abr/18 8:24 AM,,,,0,,Permitir buscar as solicitações de login validadas (aprovadas e reprovadas),,priscila.alves,,,,,,,,,,,,,,,,,{},,,,,,0|i003yb:,,,,,,,,,,,,,,,,,,,,,,,,
Criar componente para listar os dados de Pessoa,ERP-674,10881,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 5:41 PM,18/abr/18 5:42 PM,19/abr/18 8:24 AM,,,,0,,"Este componente vai ser usado nas listagens que possuem Pessoa. Por exemplo, na listagem de funcionários, ao invés de aparecer nome aparece o componente com os dados da pessoa.",,priscila.alves,,,,,,,,,,,,,,,,,{},,,,,,0|i003y3:,,,,,,,,,,,,,,,,,,,,,,,,
Implementar onBeforeInsert na API Subestabelecimento - Inserção de Status Recepcionado para o banco parceiro selecionado,ERP-673,10880,Funcionalidade,Impedido,ERP,Bevicred ERP,software,admin,,,Medium,,rafael.franco,rafael.franco,rafael.franco,18/abr/18 4:17 PM,18/abr/18 4:48 PM,19/abr/18 8:24 AM,,v1.2.0,,0,,"*Quando inserir um Subestabelecimento.*
Verificar se o existe um StatusSubestabelecimento ""Recepcionado"" para o banco parceiro em StatusSubestabelecimentoBancoParceiro.

*Se existir*
Gravar log em MudançaStatus com todos os dados do Status e Banco Parceiro e armazenar o  idstatussubestabelecimento para inserir em Subestabelecimento.

*Se não existir*



* Inserir um novo registro para StatusSubestabelecimento


Nome: Recepcionado
Mensagem: Descricação Recepcionado
Comentário: Recepcionado
enviaemail: true,
ativo: true.

* Inserir StatusSubestabelecimentoBancoParceiro (Vinculação do Status com Banco Parceiro)
idbancoparceiro
idstatussubestabelecimento
* Inserir log em MudançaStatus com todos os dados do Status e Banco Parceiro. E armazenar idstatussubestabelecimento para inserir em Subestabelecimento.
",,rafael.franco,,,,,,,,,,,,,,,,,{},,,,,,0|i003xv:,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
Gerar nova api de cidade,ERP-672,10879,Funcionalidade,Em Andamento,ERP,Bevicred ERP,software,admin,,,Medium,,walmir.carvalho,walmir.carvalho,walmir.carvalho,18/abr/18 3:10 PM,18/abr/18 5:34 PM,19/abr/18 8:24 AM,,,,0,,,,walmir.carvalho,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-18T17:47:57.980-0300"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":false}}",,,,,,0|i003xn:,Sprint 9,,,,1.0,,,,,,,,,,,,,,,,,,,
Implementar busca na listagem de propriedades do sistema,ERP-671,10877,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:57 PM,18/abr/18 2:57 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003xf:,,,,,3.0,,,,,,,,,,,,,,,,,,,
Corrigir espaçamento no cadastro e edição das propriedades do sistema,ERP-670,10876,Resolução de Defeito,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:57 PM,18/abr/18 2:57 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003x7:,,,,,3.0,,,,,,,,,,,,,,,,,,,
Centralizar texto da quantidade de registros na listagem de propriedades do sistema,ERP-669,10875,Resolução de Defeito,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:56 PM,18/abr/18 2:57 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003wz:,,,,,1.0,,,,,,,,,,,,,,,,,,,
"No cadastro de propriedades para uma credencial, o autocomplete de propriedade está sem validação e com as mensagens desconfiguradas",ERP-668,10874,Resolução de Defeito,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:52 PM,18/abr/18 2:57 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003wr:,,,,,3.0,,,,,,,,,,,,,,,,,,,
"No cadastro de menus para uma credencial, o autocomplete de menu está sem validação e com as mensagens desconfiguradas",ERP-667,10873,Resolução de Defeito,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:52 PM,18/abr/18 2:57 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003wj:,,,,,3.0,,,,,,,,,,,,,,,,,,,
Corrigir bug do loading no sidenav das credenciais,ERP-666,10872,Resolução de Defeito,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:51 PM,18/abr/18 2:56 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003wb:,,,,,3.0,,,,,,,,,,,,,,,,,,,
Adicionar propriedades e menus em uma mesma sidenav nas credenciais,ERP-665,10871,Resolução de Defeito,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:51 PM,18/abr/18 2:56 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003w3:,,,,,5.0,,,,,,,,,,,,,,,,,,,
Adicionar busca pelo nome na busca da listagem de credenciais,ERP-664,10870,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:50 PM,18/abr/18 2:56 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003vv:,,,,,3.0,,,,,,,,,,,,,,,,,,,
Centralizar texto da quantidade de registros na listagem de credenciais,ERP-663,10869,Resolução de Defeito,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:49 PM,18/abr/18 2:56 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003vn:,,,,,1.0,,,,,,,,,,,,,,,,,,,
"No cadastro de propriedades para um grupo de acesso, o autocomplete de propriedade está sem validação e com as mensagens desconfiguradas",ERP-662,10868,Resolução de Defeito,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:48 PM,18/abr/18 2:51 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003vf:,,,,,3.0,,,,,,,,,,,,,,,,,,,
"No cadastro de menus para um grupo de acesso, o autocomplete de menu está sem validação e com as mensagens desconfiguradas",ERP-661,10867,Resolução de Defeito,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 1:48 PM,18/abr/18 2:51 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-239,,,,0|i003v7:,,,,,3.0,,,,,,,,,,,,,,,,,,,
